date,close,high,low
2016-01-16,388.7,391.0,350.92
2016-01-17,378.46,391.0,372.0
2016-01-18,384.89,386.1,370.1
2016-01-19,375.27,385.5,370.0
2016-01-20,418.54,425.1,369.0
2016-01-21,409.38,424.78,403.21
2016-01-22,382.9,413.99,373.86
2016-01-23,387.5,398.72,382.55
2016-01-24,403.05,406.93,387.49
2016-01-25,391.4,403.04,386.41
2016-01-26,391.54,397.0,387.78
2016-01-27,394.79,397.18,390.7
2016-01-28,379.61,395.0,377.12
2016-01-29,378.68,385.05,363.25
2016-01-30,378.46,382.04,375.0
2016-01-31,367.95,382.5,365.0
2016-02-01,371.33,379.0,366.26
2016-02-02,372.93,374.41,371.17
2016-02-03,368.87,373.01,365.63
2016-02-04,387.99,390.63,368.74
2016-02-05,384.5,389.36,382.99
2016-02-06,375.44,384.54,370.05
2016-02-07,377.49,379.81,373.24
2016-02-08,371.14,379.35,370.5
2016-02-09,372.68,374.93,370.13
2016-02-10,378.44,383.34,371.87
2016-02-11,378.23,379.5,360.0
2016-02-12,382.05,382.05,377.46
2016-02-13,391.0,396.0,381.99
2016-02-14,406.59,406.92,391.0
2016-02-15,398.95,409.09,394.03
2016-02-16,407.42,407.5,390.0
2016-02-17,415.2,420.13,405.69
2016-02-18,421.19,423.2,415.01
2016-02-19,420.72,422.0,416.0
2016-02-20,437.46,444.03,420.09
2016-02-21,438.56,448.7,426.01
2016-02-22,437.55,439.0,430.95
2016-02-23,419.97,440.9,414.16
2016-02-24,423.94,425.6,410.0
2016-02-25,423.54,426.44,418.6
2016-02-26,430.85,430.85,419.53
2016-02-27,433.12,434.97,430.14
2016-02-28,433.73,436.07,423.0
2016-02-29,436.44,442.0,431.13
2016-03-01,433.08,437.78,427.5
2016-03-02,420.39,435.36,418.36
2016-03-03,418.8,422.8,408.63
2016-03-04,407.35,422.21,405.5
2016-03-05,396.08,408.83,381.09
2016-03-06,403.24,409.27,385.01
2016-03-07,412.21,418.74,395.0
2016-03-08,411.18,416.33,407.4
2016-03-09,412.8,414.0,408.75
2016-03-10,415.98,416.52,410.71
2016-03-11,419.39,421.0,414.97
2016-03-12,410.58,421.3,406.52
2016-03-13,412.52,416.38,410.01
2016-03-14,415.02,415.84,411.61
2016-03-15,415.41,416.94,412.48
2016-03-16,416.07,416.39,413.0
2016-03-17,418.41,419.75,415.7
2016-03-18,409.65,418.66,399.21
2016-03-19,410.2,411.0,404.72
2016-03-20,411.27,415.34,409.36
2016-03-21,412.0,412.13,406.89
2016-03-22,416.66,417.79,411.0
2016-03-23,417.53,418.99,413.95
2016-03-24,412.95,417.72,410.0
2016-03-25,416.41,416.87,411.0
2016-03-26,416.97,417.77,414.37
2016-03-27,425.3,426.5,416.35
2016-03-28,423.0,425.36,419.63
2016-03-29,416.39,424.62,407.75
2016-03-30,412.79,416.41,407.56
2016-03-31,416.03,417.6,412.74
2016-04-01,417.68,417.68,414.12
2016-04-02,419.95,420.5,417.04
2016-04-03,420.16,420.8,418.33
2016-04-04,419.47,421.0,417.58
2016-04-05,422.36,423.43,418.01
2016-04-06,421.46,423.0,420.61
2016-04-07,421.99,422.74,419.41
2016-04-08,419.48,424.65,415.71
2016-04-09,419.46,419.79,415.51
2016-04-10,423.4,423.99,419.46
2016-04-11,423.94,424.0,420.15
2016-04-12,427.8,429.77,423.14
2016-04-13,425.58,429.44,423.59
2016-04-14,426.32,428.0,424.52
2016-04-15,430.93,431.1,425.72
2016-04-16,433.39,434.89,429.89
2016-04-17,431.0,434.93,429.15
2016-04-18,430.97,434.46,428.44
2016-04-19,437.06,438.2,429.22
2016-04-20,442.96,444.07,436.17
2016-04-21,452.25,453.8,441.99
2016-04-22,448.41,452.95,445.07
2016-04-23,455.69,455.84,447.03
2016-04-24,464.46,465.0,454.55
2016-04-25,466.17,472.38,454.65
2016-04-26,470.59,472.11,464.01
2016-04-27,445.31,470.79,434.0
2016-04-28,451.68,451.88,434.79
2016-04-29,458.82,459.44,448.5
2016-04-30,454.02,459.33,450.13
2016-05-01,456.98,457.07,451.55
2016-05-02,446.42,457.63,440.02
2016-05-03,452.21,453.29,443.61
2016-05-04,448.68,453.23,446.76
2016-05-05,449.98,451.56,447.0
2016-05-06,462.31,463.73,448.84
2016-05-07,461.91,464.0,459.55
2016-05-08,462.79,465.0,457.5
2016-05-09,464.16,465.9,459.41
2016-05-10,452.78,465.0,448.2
2016-05-11,454.37,458.65,452.5
2016-05-12,456.48,456.57,449.27
2016-05-13,457.98,458.03,453.84
2016-05-14,458.9,459.83,456.0
2016-05-15,461.47,463.62,458.49
2016-05-16,455.66,461.59,451.48
2016-05-17,454.19,457.49,452.2
2016-05-18,455.56,457.88,453.6
2016-05-19,438.38,456.41,435.0
2016-05-20,445.65,445.85,435.5
2016-05-21,446.28,446.99,441.88
2016-05-22,442.48,446.45,440.89
2016-05-23,445.67,446.3,440.79
2016-05-24,446.99,448.5,440.5
2016-05-25,451.49,452.42,446.86
2016-05-26,454.97,454.99,449.0
2016-05-27,471.27,476.75,454.35
2016-05-28,523.25,539.49,470.13
2016-05-29,525.22,549.99,491.01
2016-05-30,532.55,541.0,519.0
2016-05-31,531.34,544.9,520.01
2016-06-01,534.84,541.5,524.39
2016-06-02,537.87,541.2,531.86
2016-06-03,571.25,578.0,535.96
2016-06-04,576.31,594.64,564.29
2016-06-05,575.17,585.0,570.22
2016-06-06,586.77,588.15,575.0
2016-06-07,579.71,590.95,475.0
2016-06-08,583.21,583.99,572.96
2016-06-09,577.46,583.48,574.0
2016-06-10,580.31,581.0,573.5
2016-06-11,609.5,610.0,580.31
2016-06-12,677.86,687.71,605.0
2016-06-13,706.01,720.0,663.55
2016-06-14,684.95,706.45,650.02
2016-06-15,698.78,699.3,673.0
2016-06-16,769.76,777.68,698.76
2016-06-17,752.26,778.5,709.01
2016-06-18,758.99,785.15,734.8
2016-06-19,768.76,771.92,744.77
2016-06-20,703.12,768.94,701.01
2016-06-21,667.66,718.26,628.6
2016-06-22,604.5,679.99,568.11
2016-06-23,631.1,637.89,544.13
2016-06-24,669.98,700.0,631.01
2016-06-25,673.71,699.0,650.0
2016-06-26,638.56,675.19,625.01
2016-06-27,657.87,659.98,630.0
2016-06-28,648.43,663.53,638.0
2016-06-29,639.42,648.43,630.02
2016-06-30,673.49,675.0,635.14
2016-07-01,678.19,688.99,667.0
2016-07-02,704.95,705.21,676.92
2016-07-03,663.55,705.25,651.0
2016-07-04,681.98,683.69,653.16
2016-07-05,669.87,682.37,662.51
2016-07-06,678.79,680.79,665.0
2016-07-07,641.97,683.44,611.94
2016-07-08,667.33,667.33,638.04
2016-07-09,657.61,667.3,608.0
2016-07-10,652.44,657.61,641.0
2016-07-11,650.97,664.27,648.11
2016-07-12,666.56,675.5,648.6
2016-07-13,655.34,671.45,654.86
2016-07-14,661.65,663.99,640.0
2016-07-15,667.48,669.98,660.68
2016-07-16,666.32,669.99,662.01
2016-07-17,680.0,680.99,665.95
2016-07-18,675.5,684.94,670.0
2016-07-19,673.98,676.87,666.17
2016-07-20,666.92,674.99,664.6
2016-07-21,667.28,668.4,661.19
2016-07-22,654.67,669.94,647.59
2016-07-23,657.5,662.35,653.92
2016-07-24,661.0,666.37,655.01
2016-07-25,657.79,664.13,653.77
2016-07-26,654.06,658.99,645.0
2016-07-27,657.35,658.99,646.56
2016-07-28,657.4,659.97,654.1
2016-07-29,657.0,659.0,651.0
2016-07-30,655.87,658.98,652.95
2016-07-31,626.97,657.0,621.37
2016-08-01,605.2,629.34,599.0
2016-08-02,537.47,613.38,483.0
2016-08-03,573.36,576.0,519.3
2016-08-04,587.5,599.95,562.11
2016-08-05,583.0,592.87,570.39
2016-08-06,591.71,591.72,574.5
2016-08-07,595.14,598.65,587.2
2016-08-08,591.48,595.99,590.0
2016-08-09,586.45,594.04,585.38
2016-08-10,594.94,601.09,583.29
2016-08-11,587.91,599.99,585.6
2016-08-12,587.74,590.09,583.62
2016-08-13,586.45,589.5,586.0
2016-08-14,574.99,586.49,565.19
2016-08-15,567.79,574.97,561.56
2016-08-16,579.02,581.99,566.09
2016-08-17,574.45,581.99,569.67
2016-08-18,574.09,576.99,573.0
2016-08-19,573.67,576.99,572.68
2016-08-20,581.87,583.92,572.38
2016-08-21,581.29,583.99,579.34
2016-08-22,585.2,586.99,579.22
2016-08-23,582.39,586.77,577.47
2016-08-24,578.47,582.68,575.29
2016-08-25,575.58,579.0,573.12
2016-08-26,579.29,579.86,574.85
2016-08-27,570.84,579.45,568.95
2016-08-28,575.41,575.41,569.65
2016-08-29,573.21,577.73,571.24
2016-08-30,574.95,576.83,572.53
2016-08-31,572.89,575.15,569.21
2016-09-01,573.02,573.31,568.12
2016-09-02,576.21,577.97,570.0
2016-09-03,600.91,600.99,574.67
2016-09-04,611.92,617.13,597.52
2016-09-05,605.69,611.99,601.63
2016-09-06,612.99,612.99,605.47
2016-09-07,615.21,618.53,609.21
2016-09-08,627.97,631.3,613.43
2016-09-09,622.07,628.69,618.25
2016-09-10,623.74,626.54,620.59
2016-09-11,607.94,630.11,591.8
2016-09-12,606.74,609.45,603.0
2016-09-13,608.63,609.99,605.16
2016-09-14,608.43,611.99,608.0
2016-09-15,605.44,609.49,603.33
2016-09-16,607.93,608.1,603.15
2016-09-17,607.92,608.99,604.0
2016-09-18,611.4,611.93,607.22
2016-09-19,608.6,612.46,607.4
2016-09-20,605.6,609.92,605.6
2016-09-21,597.0,605.6,592.63
2016-09-22,596.21,598.54,594.78
2016-09-23,602.96,603.3,595.14
2016-09-24,603.68,605.94,601.08
2016-09-25,601.67,605.99,599.42
2016-09-26,607.08,607.99,600.02
2016-09-27,605.71,607.54,601.38
2016-09-28,605.04,606.0,603.18
2016-09-29,605.99,606.89,603.56
2016-09-30,608.99,608.99,605.0
2016-10-01,615.65,617.19,608.98
2016-10-02,612.4,615.9,608.66
2016-10-03,612.99,615.24,610.7
2016-10-04,610.34,613.23,606.93
2016-10-05,613.16,614.24,609.22
2016-10-06,611.88,613.39,610.3
2016-10-07,617.98,618.7,609.89
2016-10-08,619.5,620.0,617.55
2016-10-09,617.42,619.59,617.0
2016-10-10,618.72,619.2,615.46
2016-10-11,642.12,647.03,618.13
2016-10-12,635.79,643.58,631.91
2016-10-13,635.66,639.85,632.0
2016-10-14,638.03,639.99,624.08
2016-10-15,638.16,639.99,636.0
2016-10-16,641.92,643.91,637.87
2016-10-17,639.56,643.47,636.27
2016-10-18,635.11,640.0,632.15
2016-10-19,629.79,636.99,625.6
2016-10-20,628.05,629.99,626.01
2016-10-21,630.83,633.41,627.5
2016-10-22,652.75,658.0,629.32
2016-10-23,651.04,655.8,645.33
2016-10-24,649.98,652.93,645.81
2016-10-25,654.3,657.5,648.99
2016-10-26,674.0,678.0,652.51
2016-10-27,691.21,692.41,673.54
2016-10-28,689.95,691.19,683.2
2016-10-29,714.28,725.64,689.39
2016-10-30,697.41,714.98,692.04
2016-10-31,696.9,709.68,681.01
2016-11-01,730.7,737.5,695.74
2016-11-02,744.6,744.6,720.0
2016-11-03,690.0,746.16,672.06
2016-11-04,706.32,708.33,683.8
2016-11-05,706.99,707.99,697.72
2016-11-06,717.02,719.83,705.86
2016-11-07,706.42,717.32,701.35
2016-11-08,711.15,716.45,704.16
2016-11-09,720.97,747.26,710.05
2016-11-10,712.91,723.61,705.84
2016-11-11,716.9,718.99,712.5
2016-11-12,704.53,716.99,702.42
2016-11-13,704.01,705.94,685.7
2016-11-14,708.32,708.57,695.07
2016-11-15,712.29,716.3,671.23
2016-11-16,739.85,743.8,710.0
2016-11-17,730.71,750.01,729.01
2016-11-18,748.54,751.0,728.89
2016-11-19,750.77,752.3,738.0
2016-11-20,731.99,753.81,715.0
2016-11-21,736.4,738.47,730.0
2016-11-22,746.66,748.77,726.38
2016-11-23,741.52,747.12,734.0
2016-11-24,737.99,743.99,727.0
2016-11-25,739.74,739.99,729.0
2016-11-26,735.7,739.98,726.0
2016-11-27,729.24,737.95,728.01
2016-11-28,729.77,736.44,729.0
2016-11-29,732.37,734.36,728.2
2016-11-30,742.69,745.0,729.17
2016-12-01,754.0,754.9,741.59
2016-12-02,769.25,780.0,753.53
2016-12-03,766.98,771.92,759.0
2016-12-04,767.99,769.76,762.83
2016-12-05,752.0,767.99,748.6
2016-12-06,759.8,761.58,752.0
2016-12-07,764.34,768.9,750.26
2016-12-08,767.89,772.82,761.71
2016-12-09,773.22,773.22,765.97
2016-12-10,775.87,776.99,770.0
2016-12-11,771.05,776.08,765.0
2016-12-12,778.94,782.0,770.88
2016-12-13,776.18,790.34,772.76
2016-12-14,777.66,781.8,773.2
2016-12-15,776.16,780.0,775.0
2016-12-16,780.98,785.0,774.8
2016-12-17,788.57,791.97,779.5
2016-12-18,790.72,791.96,787.19
2016-12-19,790.81,794.99,789.0
2016-12-20,798.99,799.21,788.58
2016-12-21,834.5,834.5,798.88
2016-12-22,856.02,875.75,832.38
2016-12-23,917.26,918.5,855.45
2016-12-24,891.5,918.19,880.1
2016-12-25,896.12,897.4,851.11
2016-12-26,902.09,908.24,890.0
2016-12-27,925.2,943.36,895.0
2016-12-28,982.17,983.46,923.95
2016-12-29,970.72,988.88,950.5
2016-12-30,960.81,970.51,930.3
2016-12-31,973.37,973.37,949.0
2017-01-01,992.95,1000.0,964.37
2017-01-02,1011.45,1034.39,990.52
2017-01-03,1020.67,1036.99,1006.71
2017-01-04,1130.3,1147.0,1018.0
2017-01-05,1007.0,1175.0,880.0
2017-01-06,895.71,1033.85,875.01
2017-01-07,909.0,910.0,802.07
2017-01-08,923.33,953.8,899.16
2017-01-09,902.66,923.58,886.42
2017-01-10,907.0,915.1,899.01
2017-01-11,795.77,923.98,765.0
2017-01-12,812.25,840.0,734.64
2017-01-13,831.42,835.01,782.85
2017-01-14,828.0,847.52,822.34
2017-01-15,833.31,835.0,819.0
2017-01-16,834.41,840.0,826.03
2017-01-17,906.0,909.0,830.1
2017-01-18,887.99,916.7,850.0
2017-01-19,902.92,907.0,883.08
2017-01-20,894.31,904.59,890.0
2017-01-21,925.06,930.0,891.28
2017-01-22,931.22,946.25,902.0
2017-01-23,910.7,931.33,910.63
2017-01-24,887.0,923.0,880.0
2017-01-25,896.0,903.98,886.99
2017-01-26,917.02,921.95,896.0
2017-01-27,922.63,924.47,911.0
2017-01-28,924.98,925.5,921.81
2017-01-29,916.54,927.47,915.0
2017-01-30,923.23,923.95,914.69
2017-01-31,970.01,972.3,922.94
2017-02-01,992.75,992.75,963.84
2017-02-02,1008.38,1010.0,978.74
2017-02-03,1018.0,1024.5,994.34
2017-02-04,1035.54,1044.12,1001.8
2017-02-05,1016.32,1036.3,1003.02
2017-02-06,1022.58,1027.7,1014.64
2017-02-07,1053.96,1058.26,1021.75
2017-02-08,1056.7,1069.95,1016.49
2017-02-09,994.24,1079.0,925.0
2017-02-10,1001.99,1008.0,961.0
2017-02-11,1018.65,1023.89,995.49
2017-02-12,1010.0,1018.88,1008.0
2017-02-13,1002.82,1021.5,985.68
2017-02-14,1013.92,1018.97,992.27
2017-02-15,1014.53,1016.0,1007.66
2017-02-16,1038.94,1041.88,1013.02
2017-02-17,1057.3,1064.6,1036.29
2017-02-18,1062.15,1073.8,1055.6
2017-02-19,1059.88,1067.78,1051.26
2017-02-20,1089.82,1095.0,1051.36
2017-02-21,1128.29,1132.95,1081.95
2017-02-22,1128.71,1140.0,1104.9
2017-02-23,1186.9,1197.0,1128.22
2017-02-24,1186.91,1221.93,1103.32
2017-02-25,1158.0,1189.49,1110.0
2017-02-26,1184.91,1187.33,1130.88
2017-02-27,1195.81,1198.99,1176.0
2017-02-28,1195.08,1214.94,1179.64
2017-03-01,1230.0,1230.0,1085.71
2017-03-02,1269.17,1298.61,1220.0
2017-03-03,1292.86,1294.99,1255.61
2017-03-04,1273.97,1294.48,1226.41
2017-03-05,1278.98,1278.99,1247.11
2017-03-06,1284.99,1288.0,1268.78
2017-03-07,1237.36,1288.0,1050.0
2017-03-08,1150.22,1246.0,1128.0
2017-03-09,1197.3,1214.95,1131.11
2017-03-10,1109.01,1360.0,956.85
2017-03-11,1188.11,1219.0,1107.0
2017-03-12,1235.58,1244.0,1150.0
2017-03-13,1245.49,1249.0,1206.0
2017-03-14,1247.42,1262.0,1213.55
2017-03-15,1263.0,1264.55,1240.0
2017-03-16,1175.11,1277.27,1117.77
2017-03-17,1069.57,1175.11,1065.74
2017-03-18,970.0,1096.0,919.44
2017-03-19,1019.49,1062.92,961.59
2017-03-20,1044.96,1051.97,1011.0
2017-03-21,1114.42,1120.0,1042.68
2017-03-22,1034.57,1114.96,985.17
2017-03-23,1025.14,1057.41,1013.0
2017-03-24,934.87,1030.3,920.1
2017-03-25,963.72,973.99,890.05
2017-03-26,973.08,1005.0,943.9
2017-03-27,1042.08,1045.9,961.1
2017-03-28,1045.4,1069.39,1016.25
2017-03-29,1043.27,1058.16,1005.77
2017-03-30,1042.34,1052.94,1022.0
2017-03-31,1088.99,1094.49,1038.11
2017-04-01,1092.0,1110.95,1071.45
2017-04-02,1113.99,1119.0,1080.0
2017-04-03,1152.6,1168.72,1112.24
2017-04-04,1143.99,1164.14,1124.98
2017-04-05,1132.99,1144.99,1114.9
2017-04-06,1192.3,1206.97,1132.98
2017-04-07,1194.0,1203.0,1175.26
2017-04-08,1184.5,1198.0,1170.0
2017-04-09,1210.97,1221.0,1175.8
2017-04-10,1210.0,1219.78,1201.0
2017-04-11,1223.99,1234.0,1200.0
2017-04-12,1214.17,1227.86,1209.61
2017-04-13,1177.05,1219.49,1148.98
2017-04-14,1173.74,1196.92,1170.14
2017-04-15,1178.85,1190.99,0.06
2017-04-16,1177.99,1189.93,1171.7
2017-04-17,1189.91,1197.6,1170.85
2017-04-18,1201.94,1206.65,1189.76
2017-04-19,1214.21,1215.32,1191.09
2017-04-20,1236.15,1240.6,1212.01
2017-04-21,1249.99,1258.77,1236.15
2017-04-22,1247.0,1253.0,1221.51
2017-04-23,1251.98,1254.0,1236.2
2017-04-24,1257.29,1261.16,1246.31
2017-04-25,1281.16,1287.0,1256.16
2017-04-26,1298.44,1320.0,1279.5
2017-04-27,1349.26,1360.0,1295.39
2017-04-28,1353.34,1381.01,1300.2
2017-04-29,1365.43,1369.5,1335.64
2017-04-30,1384.55,1394.51,1334.02
2017-05-01,1436.5,1466.69,1370.98
2017-05-02,1471.99,1492.93,1426.51
2017-05-03,1533.0,1533.0,1453.68
2017-05-04,1563.39,1665.0,1482.06
2017-05-05,1551.3,1630.0,1535.11
2017-05-06,1585.39,1598.89,1551.3
2017-05-07,1609.57,1618.31,1563.87
2017-05-08,1713.0,1713.0,1608.0
2017-05-09,1720.43,1794.7,1630.0
2017-05-10,1794.99,1799.99,1691.3
2017-05-11,1837.93,1889.0,1770.95
2017-05-12,1695.61,1838.0,1651.01
2017-05-13,1792.73,1792.96,1610.0
2017-05-14,1799.99,1829.0,1763.33
2017-05-15,1747.81,1802.99,1702.42
2017-05-16,1777.48,1777.76,1690.14
2017-05-17,1813.23,1840.0,1745.05
2017-05-18,1899.16,1900.0,1800.0
2017-05-19,1976.23,1980.0,1890.73
2017-05-20,2058.91,2059.0,1970.04
2017-05-21,2057.0,2102.68,1988.6
2017-05-22,2123.29,2298.0,1975.0
2017-05-23,2272.75,2283.0,2100.86
2017-05-24,2432.97,2474.69,2266.51
2017-05-25,2355.0,2806.0,2226.86
2017-05-26,2272.7,2683.18,2052.01
2017-05-27,2099.99,2353.35,1913.19
2017-05-28,2232.78,2342.99,2099.86
2017-05-29,2279.48,2357.86,2141.12
2017-05-30,2191.58,2336.88,2112.31
2017-05-31,2303.29,2338.91,2173.8
2017-06-01,2419.99,2488.0,2302.0
2017-06-02,2478.99,2478.99,2379.44
2017-06-03,2548.05,2599.0,2448.0
2017-06-04,2521.36,2556.1,2469.98
2017-06-05,2698.0,2698.0,2517.02
2017-06-06,2871.29,2938.55,2674.69
2017-06-07,2685.64,2885.0,2598.7
2017-06-08,2799.73,2808.78,2611.41
2017-06-09,2811.39,2861.58,2786.2
2017-06-10,2931.15,2942.04,2801.25
2017-06-11,2998.98,2998.99,2881.0
2017-06-12,2655.71,2999.99,2463.89
2017-06-13,2709.01,2798.99,2649.47
2017-06-14,2432.21,2827.0,2330.0
2017-06-15,2409.98,2525.0,2050.0
2017-06-16,2480.43,2524.65,2287.84
2017-06-17,2634.94,2679.24,2413.96
2017-06-18,2515.25,2670.0,2455.01
2017-06-19,2596.98,2597.0,2481.92
2017-06-20,2725.08,2776.95,2585.42
2017-06-21,2643.35,2781.59,2559.51
2017-06-22,2679.99,2724.69,2598.0
2017-06-23,2690.76,2743.0,2665.0
2017-06-24,2574.84,2718.37,2503.05
2017-06-25,2505.61,2625.0,2430.05
2017-06-26,2407.91,2563.9,2258.34
2017-06-27,2575.75,2575.75,2264.0
2017-06-28,2553.12,2605.0,2457.0
2017-06-29,2530.0,2591.98,2506.1
2017-06-30,2455.19,2554.01,2446.2
