date,close,high,low
2017-07-01,2423.63,2515.0,2400.0
2017-07-02,2516.66,2545.0,2385.0
2017-07-03,2542.41,2584.78,2479.75
2017-07-04,2602.0,2636.1,2542.18
2017-07-05,2616.96,2630.24,2551.06
2017-07-06,2604.84,2623.54,2580.69
2017-07-07,2501.15,2607.61,2472.0
2017-07-08,2561.11,2563.5,2471.22
2017-07-09,2508.99,2579.84,2500.0
2017-07-10,2331.05,2523.0,2250.0
2017-07-11,2310.01,2410.0,2265.0
2017-07-12,2383.42,2415.0,2250.0
2017-07-13,2340.0,2416.79,2308.14
2017-07-14,2217.24,2349.28,2150.0
2017-07-15,1964.31,2224.82,1964.31
2017-07-16,1911.78,2043.94,1758.2
2017-07-17,2235.19,2238.07,1909.58
2017-07-18,2308.15,2393.43,2134.37
2017-07-19,2258.99,2396.0,2216.0
2017-07-20,2873.48,2957.0,2258.99
2017-07-21,2657.45,2880.0,2608.27
2017-07-22,2825.27,2869.88,2646.95
2017-07-23,2754.28,2848.0,2691.0
2017-07-24,2762.26,2799.2,2726.8
2017-07-25,2564.0,2782.44,2449.69
2017-07-26,2525.99,2614.0,2403.0
2017-07-27,2664.99,2686.2,2514.1
2017-07-28,2786.07,2825.11,2655.55
2017-07-29,2700.21,2790.99,2656.0
2017-07-30,2723.99,2739.98,2500.0
2017-07-31,2856.88,2900.0,2700.0
2017-08-01,2732.59,2925.0,2676.01
2017-08-02,2699.9,2758.06,2650.0
2017-08-03,2787.02,2799.0,2699.89
2017-08-04,2857.34,2877.79,2760.0
2017-08-05,3243.49,3335.0,2857.34
2017-08-06,3222.22,3278.42,3150.0
2017-08-07,3398.23,3416.0,3190.0
2017-08-08,3422.43,3489.0,3349.91
2017-08-09,3342.8,3428.29,3232.62
2017-08-10,3444.98,3448.0,3317.0
2017-08-11,3656.15,3725.0,3416.86
2017-08-12,3874.0,3974.0,3622.87
2017-08-13,4060.47,4200.0,3850.0
2017-08-14,4320.6,4328.0,3985.01
2017-08-15,4159.93,4434.42,3807.14
2017-08-16,4370.01,4385.5,3928.82
2017-08-17,4280.01,4469.0,4180.0
2017-08-18,4101.72,4350.0,3960.47
2017-08-19,4157.41,4186.1,4000.0
2017-08-20,4050.99,4190.21,4044.52
2017-08-21,4002.0,4089.99,3950.88
2017-08-22,4092.0,4145.0,3583.46
2017-08-23,4143.49,4247.88,4058.26
2017-08-24,4312.03,4349.99,4112.76
2017-08-25,4360.0,4453.9,4284.01
2017-08-26,4344.32,4374.39,4260.01
2017-08-27,4340.11,4392.0,4309.87
2017-08-28,4384.99,4396.0,4200.0
2017-08-29,4599.0,4656.83,4350.0
2017-08-30,4581.98,4635.21,4500.55
2017-08-31,4743.94,4769.03,4580.84
2017-09-01,4947.99,4948.0,4706.0
2017-09-02,4649.99,4980.0,4500.0
2017-09-03,4626.05,4749.99,4524.0
2017-09-04,4498.25,4628.05,4234.16
2017-09-05,4432.51,4514.95,4242.38
2017-09-06,4616.18,4692.0,4431.0
2017-09-07,4624.18,4665.44,4475.01
2017-09-08,4350.0,4679.99,4140.0
2017-09-09,4334.36,4449.95,4180.0
2017-09-10,4251.36,4349.99,4139.0
2017-09-11,4210.72,4365.0,4111.14
2017-09-12,4164.52,4375.37,4080.0
2017-09-13,3855.32,4174.53,3726.0
2017-09-14,3250.4,3923.0,3230.05
2017-09-15,3740.02,3894.48,2975.01
2017-09-16,3726.51,4042.98,3600.0
2017-09-17,3719.97,3841.0,3475.64
2017-09-18,4100.0,4130.0,3717.56
2017-09-19,3910.11,4125.22,3850.44
2017-09-20,3872.06,4044.0,3850.01
2017-09-21,3617.47,3903.57,3571.0
2017-09-22,3619.01,3767.77,3509.79
2017-09-23,3787.33,3818.89,3580.0
2017-09-24,3669.01,3789.36,3630.01
2017-09-25,3919.78,3969.37,3669.01
2017-09-26,3885.09,3960.0,3854.29
2017-09-27,4200.0,4228.39,3880.36
2017-09-28,4189.42,4269.95,4122.0
2017-09-29,4156.99,4212.99,4015.17
2017-09-30,4339.0,4356.28,4143.52
2017-10-01,4394.81,4396.99,4256.92
2017-10-02,4392.71,4470.0,4354.23
2017-10-03,4307.99,4419.95,4240.0
2017-10-04,4214.84,4344.0,4175.3
2017-10-05,4320.04,4365.21,4150.01
2017-10-06,4362.99,4407.0,4299.99
2017-10-07,4425.0,4449.42,4320.0
2017-10-08,4603.49,4612.0,4420.01
2017-10-09,4769.55,4875.39,4561.0
2017-10-10,4750.0,4925.65,4701.53
2017-10-11,4814.99,4869.97,4720.21
2017-10-12,5440.0,5440.92,4809.59
2017-10-13,5624.8,5867.0,5390.0
2017-10-14,5819.13,5839.8,5567.86
2017-10-15,5693.7,5849.83,5455.5
2017-10-16,5754.9,5785.3,5575.55
2017-10-17,5594.0,5769.99,5525.0
2017-10-18,5574.44,5600.0,5102.0
2017-10-19,5704.01,5750.0,5529.44
2017-10-20,5989.1,6063.99,5630.0
2017-10-21,6024.86,6189.1,5868.26
2017-10-22,6005.05,6082.3,5755.95
2017-10-23,5905.99,6057.02,5650.98
2017-10-24,5525.43,5906.0,5462.19
2017-10-25,5739.97,5765.0,5376.71
2017-10-26,5891.61,6000.0,5701.0
2017-10-27,5780.0,5998.0,5708.8
2017-10-28,5752.01,5894.0,5715.0
2017-10-29,6140.01,6298.99,5728.0
2017-10-30,6124.16,6200.0,6028.0
2017-10-31,6445.01,6472.13,6095.96
2017-11-01,6783.69,6784.0,6363.59
2017-11-02,7039.98,7445.0,6759.0
2017-11-03,7170.01,7449.99,6955.89
2017-11-04,7412.55,7498.0,7011.1
2017-11-05,7392.0,7630.0,7310.0
2017-11-06,6969.76,7432.49,6900.73
2017-11-07,7126.63,7232.84,6968.49
2017-11-08,7467.96,7898.0,7031.66
2017-11-09,7156.0,7470.01,7079.0
2017-11-10,6577.62,7350.0,6426.0
2017-11-11,6346.7,6894.99,6201.01
2017-11-12,5886.35,6486.0,5511.11
2017-11-13,6535.87,6841.45,5850.0
2017-11-14,6605.0,6748.0,6450.0
2017-11-15,7294.0,7349.0,6605.0
2017-11-16,7838.53,7985.37,7130.0
2017-11-17,7714.71,7988.5,7536.0
2017-11-18,7777.01,7847.98,7502.0
2017-11-19,8031.82,8098.62,7700.0
2017-11-20,8256.01,8293.25,7969.0
2017-11-21,8109.0,8375.0,7802.99
2017-11-22,8250.0,8298.98,8103.13
2017-11-23,8031.16,8274.98,8031.16
2017-11-24,8215.01,8324.0,7900.0
2017-11-25,8795.5,8795.5,8203.98
2017-11-26,9401.11,9596.0,8795.5
2017-11-27,9768.71,9795.0,9401.0
2017-11-28,9949.0,9989.95,9705.99
2017-11-29,9935.98,11485.0,8595.55
2017-11-30,9903.0,10850.0,9135.6
2017-12-01,10869.84,10937.0,9517.0
2017-12-02,10930.24,11100.0,10701.0
2017-12-03,11290.0,11891.0,10601.0
2017-12-04,11643.98,11650.0,10950.0
2017-12-05,11718.35,11875.0,11532.0
2017-12-06,14090.0,14425.0,11717.5
2017-12-07,17390.01,19697.0,13500.0
2017-12-08,16367.03,17777.69,13788.99
2017-12-09,15309.98,16499.0,13550.0
2017-12-10,15290.01,16300.0,13501.0
2017-12-11,16885.76,17493.0,15200.0
2017-12-12,17730.12,18149.99,16375.0
2017-12-13,16689.61,17900.0,15700.0
2017-12-14,16749.78,17199.6,16256.0
2017-12-15,17738.67,17899.0,16745.0
2017-12-16,19650.01,19797.0,17630.0
2017-12-17,19378.99,19891.99,19010.0
2017-12-18,19039.01,19385.0,18200.0
2017-12-19,17838.73,19099.0,16800.0
2017-12-20,16496.89,17890.0,14001.0
2017-12-21,15758.8,17364.57,15151.0
2017-12-22,14210.57,15974.95,10400.0
2017-12-23,15075.89,16261.0,13750.0
2017-12-24,14221.94,15109.27,13210.0
2017-12-25,14171.98,14774.0,13450.0
2017-12-26,15790.88,16148.0,14171.98
2017-12-27,15367.08,16490.0,14524.37
2017-12-28,14450.01,15489.0,13500.0
2017-12-29,14565.05,15105.34,14041.81
2017-12-30,12839.99,14639.79,12500.0
2017-12-31,13863.13,14280.26,12633.8
2018-01-01,13480.01,13889.0,12952.5
2018-01-02,14781.51,15275.0,13005.0
2018-01-03,15098.14,15400.0,14628.0
2018-01-04,15144.99,15400.0,14230.0
2018-01-05,16960.01,17178.0,14819.78
2018-01-06,17098.99,17174.0,16251.01
2018-01-07,16174.22,17115.01,15755.01
2018-01-08,14993.74,16275.0,14000.0
2018-01-09,14480.99,15384.0,14230.0
2018-01-10,14875.18,14875.18,13550.01
2018-01-11,13308.06,14970.0,12800.01
2018-01-12,13820.0,14080.83,12900.0
2018-01-13,14187.95,14500.0,13792.25
2018-01-14,13656.23,14332.85,13110.0
2018-01-15,13590.0,14253.0,13416.0
2018-01-16,11570.01,13643.66,9928.62
2018-01-17,11200.01,12358.89,9005.0
2018-01-18,11305.53,12123.1,10687.21
2018-01-19,11498.99,11973.99,11050.0
2018-01-20,12762.8,12985.55,11498.99
2018-01-21,11518.17,12762.8,11118.0
2018-01-22,10766.7,11849.0,10025.0
2018-01-23,10824.94,11370.0,9945.0
2018-01-24,11356.79,11450.0,10450.0
2018-01-25,11118.0,11690.0,10851.0
2018-01-26,11086.89,11570.0,10305.0
2018-01-27,11319.0,11494.08,10850.0
2018-01-28,11536.0,11697.24,11234.38
2018-01-29,11123.01,11570.0,10840.0
2018-01-30,9995.0,11150.0,9711.11
2018-01-31,10099.99,10299.95,9601.02
2018-02-01,9014.23,10166.25,8400.0
2018-02-02,8787.52,9090.08,7540.0
2018-02-03,9240.0,9499.0,8115.48
2018-02-04,8167.91,9350.0,7859.0
2018-02-05,6905.19,8349.16,6425.75
2018-02-06,7688.46,7948.89,5873.0
2018-02-07,7575.75,8650.0,7212.82
2018-02-08,8218.1,8625.0,7550.0
2018-02-09,8671.01,8700.0,7750.0
2018-02-10,8547.49,9090.0,8155.0
2018-02-11,8072.99,8547.49,7851.0
2018-02-12,8872.28,8950.0,8072.99
2018-02-13,8520.01,8925.0,8393.1
2018-02-14,9472.98,9482.5,8520.0
2018-02-15,10031.23,10249.81,9342.46
2018-02-16,10167.49,10307.68,9729.58
2018-02-17,11121.5,11149.0,10057.0
2018-02-18,10380.04,11299.1,10159.0
2018-02-19,11140.0,11274.11,10297.39
2018-02-20,11235.57,11775.0,11000.0
2018-02-21,10454.27,11279.99,10250.0
2018-02-22,9830.0,10900.0,9715.27
2018-02-23,10144.99,10390.77,9576.43
2018-02-24,9688.62,10494.14,9372.72
2018-02-25,9597.99,9850.0,9324.75
2018-02-26,10300.0,10447.74,9404.0
2018-02-27,10566.57,10845.07,10133.33
2018-02-28,10307.27,11044.0,10263.0
2018-03-01,10895.92,11075.0,10213.99
2018-03-02,11000.0,11149.0,10765.0
2018-03-03,11432.5,11494.57,11000.0
2018-03-04,11469.9,11487.0,11041.0
2018-03-05,11377.54,11645.74,11339.0
2018-03-06,10700.0,11395.63,10565.85
2018-03-07,9925.0,10894.0,9400.0
2018-03-08,9304.89,10098.0,9050.0
2018-03-09,9255.0,9410.0,8370.0
2018-03-10,8795.44,9518.77,8720.08
2018-03-11,9533.88,9760.0,8516.0
2018-03-12,9120.0,9890.0,8780.49
2018-03-13,9145.41,9472.88,8855.0
2018-03-14,8207.02,9340.0,7931.0
2018-03-15,8259.99,8400.0,7666.0
2018-03-16,8275.0,8600.0,7911.0
2018-03-17,7857.6,8349.82,7751.0
2018-03-18,8192.0,8302.73,7310.0
2018-03-19,8589.0,8757.5,8108.31
2018-03-20,8900.0,9046.26,8316.15
2018-03-21,8891.81,9174.0,8745.0
2018-03-22,8715.09,9073.93,8467.27
2018-03-23,8927.1,8927.81,8280.04
2018-03-24,8531.34,8999.0,8508.0
2018-03-25,8453.0,8670.0,8359.45
2018-03-26,8145.0,8498.0,7854.0
2018-03-27,7793.61,8219.99,7757.0
2018-03-28,7942.72,8088.0,7727.76
2018-03-29,7080.0,7957.0,6905.0
2018-03-30,6848.01,7275.35,6600.0
2018-03-31,6928.5,7200.0,6780.0
2018-04-01,6816.01,7044.46,6450.0
2018-04-02,7045.01,7100.0,6777.28
2018-04-03,7424.9,7520.0,7016.8
2018-04-04,6791.68,7424.91,6708.46
2018-04-05,6785.85,6933.11,6568.64
2018-04-06,6619.01,6847.0,6518.88
2018-04-07,6894.01,7064.64,6605.08
2018-04-08,7020.01,7099.99,6880.0
2018-04-09,6771.13,7169.53,6617.0
2018-04-10,6824.99,6893.29,6661.19
2018-04-11,6942.99,6974.0,6806.01
2018-04-12,7916.0,8050.0,6767.77
2018-04-13,7893.19,8220.0,7760.0
2018-04-14,8003.11,8150.0,7830.0
2018-04-15,8355.25,8392.56,8003.11
2018-04-16,8048.93,8398.98,7905.99
2018-04-17,7892.1,8162.5,7822.0
2018-04-18,8152.05,8243.99,7879.8
2018-04-19,8274.0,8300.0,8101.47
2018-04-20,8866.27,8932.57,8216.21
2018-04-21,8915.42,9038.87,8610.7
2018-04-22,8795.01,9015.0,8754.01
2018-04-23,8931.3,8991.0,8775.1
2018-04-24,9645.1,9728.56,8930.0
2018-04-25,8865.98,9763.49,8602.43
2018-04-26,9272.11,9318.0,8660.0
2018-04-27,8922.55,9369.0,8910.0
2018-04-28,9329.99,9447.0,8863.42
2018-04-29,9389.01,9512.5,9179.99
2018-04-30,9243.83,9447.0,9110.88
2018-05-01,9072.29,9245.37,8831.21
2018-05-02,9190.48,9251.05,8990.0
2018-05-03,9725.74,9800.0,9131.0
2018-05-04,9685.0,9745.0,9451.5
2018-05-05,9800.0,9948.12,9660.28
2018-05-06,9600.0,9880.0,9390.0
2018-05-07,9353.0,9619.55,9162.85
2018-05-08,9177.82,9463.13,9050.0
2018-05-09,9300.08,9370.0,8960.0
2018-05-10,9010.51,9386.32,9001.01
2018-05-11,8403.33,9010.51,8351.0
2018-05-12,8475.0,8658.57,8223.43
2018-05-13,8686.1,8774.32,8345.0
2018-05-14,8670.0,8880.01,8289.79
2018-05-15,8477.46,8847.0,8420.45
2018-05-16,8344.0,8500.0,8103.33
2018-05-17,8059.0,8483.48,8001.0
2018-05-18,8238.51,8280.0,7927.21
2018-05-19,8235.6,8390.0,8152.54
2018-05-20,8516.86,8600.0,8172.0
2018-05-21,8393.44,8584.39,8309.23
2018-05-22,7987.7,8400.0,7950.0
2018-05-23,7505.0,8030.06,7433.19
2018-05-24,7584.15,7734.99,7269.0
2018-05-25,7459.11,7661.85,7326.94
2018-05-26,7337.95,7640.46,7287.23
2018-05-27,7346.64,7392.7,7229.01
2018-05-28,7107.94,7444.8,7087.0
2018-05-29,7460.0,7524.99,7058.0
2018-05-30,7380.01,7557.78,7272.71
2018-05-31,7485.0,7609.99,7340.0
2018-06-01,7514.32,7599.99,7351.01
2018-06-02,7636.42,7697.09,7440.0
2018-06-03,7706.37,7777.0,7583.24
2018-06-04,7487.37,7747.57,7447.61
2018-06-05,7612.51,7677.5,7355.0
2018-06-06,7655.0,7691.0,7484.0
2018-06-07,7684.93,7747.0,7635.0
2018-06-08,7618.8,7690.0,7536.58
2018-06-09,7496.4,7680.0,7468.0
2018-06-10,6770.31,7496.41,6652.0
2018-06-11,6881.0,6913.83,6666.66
2018-06-12,6545.0,6885.84,6450.0
2018-06-13,6302.31,6618.95,6135.0
2018-06-14,6638.49,6750.0,6269.0
2018-06-15,6391.22,6660.0,6370.0
2018-06-16,6484.29,6549.99,6330.0
2018-06-17,6447.16,6570.01,6428.14
2018-06-18,6709.02,6807.64,6385.0
2018-06-19,6736.41,6829.06,6670.01
2018-06-20,6759.18,6817.0,6557.66
2018-06-21,6719.01,6787.0,6682.3
2018-06-22,6059.82,6725.0,5921.21
2018-06-23,6178.29,6250.0,6040.01
2018-06-24,6149.99,6255.8,5777.0
2018-06-25,6246.01,6340.01,6070.13
2018-06-26,6074.0,6271.0,6006.39
2018-06-27,6132.17,6175.43,5983.56
2018-06-28,5851.66,6161.47,5816.6
2018-06-29,6202.36,6300.0,5790.01
2018-06-30,6383.19,6520.15,6185.0
2018-07-01,6349.5,6424.14,6256.76
2018-07-02,6611.79,6669.99,6270.01
2018-07-03,6502.62,6673.99,6465.0
2018-07-04,6587.47,6796.62,6411.51
2018-07-05,6532.95,6700.0,6449.5
2018-07-06,6600.0,6639.0,6452.2
2018-07-07,6753.28,6843.26,6512.0
2018-07-08,6701.97,6778.31,6671.0
2018-07-09,6664.01,6815.82,6625.0
2018-07-10,6303.7,6679.47,6279.0
2018-07-11,6390.04,6400.0,6281.01
2018-07-12,6249.75,6390.04,6075.01
2018-07-13,6216.29,6335.09,6121.53
2018-07-14,6248.65,6323.68,6187.0
2018-07-15,6348.73,6385.35,6233.26
2018-07-16,6728.81,6750.0,6330.3
2018-07-17,7315.01,7472.5,6663.51
2018-07-18,7378.99,7584.85,7229.89
2018-07-19,7470.01,7581.0,7281.42
2018-07-20,7334.46,7687.0,7259.76
2018-07-21,7408.0,7444.77,7204.32
2018-07-22,7397.8,7569.69,7327.75
2018-07-23,7720.09,7809.0,7378.26
2018-07-24,8385.5,8488.0,7695.99
2018-07-25,8157.15,8482.84,8042.0
2018-07-26,7931.99,8290.0,7840.0
2018-07-27,8184.21,8276.55,7787.29
2018-07-28,8228.9,8230.0,8065.0
2018-07-29,8216.34,8289.96,8127.87
2018-07-30,8170.01,8274.92,7850.0
2018-07-31,7727.27,8173.57,7629.48
2018-08-01,7603.99,7750.0,7437.0
2018-08-02,7533.92,7707.54,7462.0
2018-08-03,7414.08,7538.53,7285.0
2018-08-04,7005.0,7495.0,6940.0
2018-08-05,7030.01,7086.52,6880.0
2018-08-06,6938.0,7163.0,6840.0
2018-08-07,6718.22,7152.0,6647.07
2018-08-08,6282.5,6718.22,6121.04
2018-08-09,6546.45,6633.21,6177.51
2018-08-10,6146.01,6584.8,6015.0
2018-08-11,6235.56,6485.76,6003.0
2018-08-12,6316.01,6482.0,6169.46
2018-08-13,6253.67,6544.99,6139.57
2018-08-14,6195.01,6258.32,5900.0
2018-08-15,6269.01,6636.0,6189.0
2018-08-16,6315.9,6475.01,6200.0
2018-08-17,6585.49,6585.5,6290.39
2018-08-18,6396.64,6613.23,6312.0
2018-08-19,6489.53,6547.34,6328.45
2018-08-20,6258.74,6525.0,6227.71
2018-08-21,6475.89,6490.0,6249.12
2018-08-22,6359.99,6890.65,6250.0
2018-08-23,6526.36,6568.37,6348.69
2018-08-24,6690.88,6725.0,6451.55
2018-08-25,6737.52,6790.0,6668.0
2018-08-26,6709.98,6773.0,6572.0
2018-08-27,6911.9,6947.6,6654.13
2018-08-28,7071.01,7128.0,6864.96
2018-08-29,7030.9,7119.0,6907.42
2018-08-30,6983.0,7048.66,6790.0
2018-08-31,7015.01,7090.46,6884.49
2018-09-01,7191.08,7275.0,7010.98
2018-09-02,7295.0,7328.99,7130.0
2018-09-03,7256.98,7339.52,7192.99
2018-09-04,7360.0,7402.5,7229.94
2018-09-05,6687.96,7384.0,6664.07
2018-09-06,6495.0,6703.73,6272.73
2018-09-07,6395.01,6530.0,6325.0
2018-09-08,6188.0,6460.0,6116.0
2018-09-09,6235.01,6450.0,6147.0
2018-09-10,6300.0,6375.13,6221.49
2018-09-11,6282.53,6405.0,6176.76
2018-09-12,6326.0,6340.94,6191.1
2018-09-13,6485.99,6530.0,6323.64
2018-09-14,6478.04,6580.0,6378.05
2018-09-15,6518.68,6565.0,6470.0
2018-09-16,6498.0,6521.75,6323.68
2018-09-17,6250.7,6529.75,6207.55
2018-09-18,6335.7,6384.04,6228.0
2018-09-19,6386.94,6511.0,6106.37
2018-09-20,6493.11,6530.0,6337.0
2018-09-21,6750.0,6777.1,6492.5
2018-09-22,6707.33,6823.0,6628.01
2018-09-23,6696.99,6777.0,6660.05
2018-09-24,6582.09,6716.16,6555.99
2018-09-25,6436.89,6582.1,6320.5
2018-09-26,6455.66,6537.26,6380.62
2018-09-27,6680.01,6734.79,6430.0
2018-09-28,6620.01,6786.73,6528.13
2018-09-29,6581.0,6620.01,6452.02
2018-09-30,6605.0,6642.28,6523.0
2018-10-01,6572.83,6639.33,6474.9
2018-10-02,6498.46,6591.37,6452.0
2018-10-03,6466.03,6507.95,6398.96
2018-10-04,6547.45,6603.01,6454.38
2018-10-05,6593.94,6641.0,6510.58
2018-10-06,6552.43,6594.39,6536.0
2018-10-07,6570.0,6585.01,6491.81
2018-10-08,6608.07,6681.19,6545.63
2018-10-09,6589.48,6612.86,6552.5
2018-10-10,6524.56,6591.32,6445.48
2018-10-11,6154.69,6524.56,6033.34
2018-10-12,6188.01,6235.2,6111.97
2018-10-13,6196.0,6212.0,6178.0
2018-10-14,6183.49,6288.45,6151.0
2018-10-15,6440.42,6810.0,6151.58
2018-10-16,6457.11,6493.11,6375.0
2018-10-17,6443.7,6459.99,6411.19
2018-10-18,6394.96,6489.83,6355.0
2018-10-19,6382.99,6409.61,6353.86
2018-10-20,6414.0,6420.0,6369.0
2018-10-21,6415.88,6452.87,6405.57
2018-10-22,6407.65,6427.63,6377.77
2018-10-23,6395.14,6411.5,6360.0
2018-10-24,6415.98,6471.0,6395.13
2018-10-25,6395.58,6422.0,6377.5
2018-10-26,6404.87,6450.0,6383.54
2018-10-27,6409.12,6421.76,6390.0
2018-10-28,6403.62,6415.0,6380.01
2018-10-29,6266.0,6414.99,6211.0
2018-10-30,6267.63,6289.0,6240.54
2018-10-31,6304.18,6353.24,6201.67
2018-11-01,6344.0,6360.0,6293.44
2018-11-02,6349.8,6378.77,6333.94
2018-11-03,6331.96,6351.7,6315.91
2018-11-04,6423.28,6464.15,6313.17
2018-11-05,6404.0,6439.99,6372.0
2018-11-06,6448.5,6449.65,6387.82
2018-11-07,6503.12,6540.0,6448.5
2018-11-08,6406.24,6511.88,6388.0
2018-11-09,6334.89,6415.0,6305.0
2018-11-10,6347.42,6374.0,6327.46
2018-11-11,6357.6,6360.0,6271.15
2018-11-12,6327.87,6383.59,6305.95
2018-11-13,6259.34,6328.22,6252.5
2018-11-14,5605.46,6293.38,5280.93
2018-11-15,5579.52,5645.0,5188.0
2018-11-16,5512.24,5609.91,5410.0
2018-11-17,5504.17,5544.0,5450.83
2018-11-18,5560.0,5665.0,5503.34
2018-11-19,4733.5,5560.0,4670.05
2018-11-20,4349.23,4889.0,4035.0
2018-11-21,4545.11,4627.55,4239.01
2018-11-22,4265.36,4589.0,4238.69
2018-11-23,4283.8,4366.05,4085.73
2018-11-24,3774.99,4370.78,3650.84
2018-11-25,3936.69,4120.0,3456.78
2018-11-26,3731.32,4076.25,3508.0
2018-11-27,3775.0,3830.0,3562.9
2018-11-28,4225.03,4365.0,3775.0
2018-11-29,4248.0,4414.89,4077.88
2018-11-30,3976.0,4297.71,3869.0
2018-12-01,4142.01,4277.0,3910.08
2018-12-02,4103.19,4266.0,4036.0
2018-12-03,3833.47,4119.98,3741.95
2018-12-04,3901.84,4035.1,3732.43
2018-12-05,3694.39,3912.53,3660.0
2018-12-06,3433.26,3849.0,3400.0
2018-12-07,3380.01,3550.0,3212.0
2018-12-08,3401.0,3495.0,3253.66
2018-12-09,3531.18,3642.51,3367.79
2018-12-10,3410.15,3590.71,3354.97
2018-12-11,3349.36,3424.92,3293.49
2018-12-12,3430.24,3486.16,3325.58
2018-12-13,3265.0,3439.63,3227.96
2018-12-14,3195.71,3294.9,3135.0
2018-12-15,3183.0,3228.69,3128.89
2018-12-16,3195.0,3258.0,3181.24
2018-12-17,3496.82,3585.95,3184.28
2018-12-18,3667.77,3688.0,3436.5
2018-12-19,3682.51,3928.15,3637.17
2018-12-20,4075.34,4175.0,3661.5
2018-12-21,3839.06,4162.27,3775.0
2018-12-22,3980.46,4005.0,3790.16
2018-12-23,3944.93,4050.0,3903.6
2018-12-24,4034.0,4239.37,3944.92
2018-12-25,3780.0,4045.41,3675.86
2018-12-26,3809.88,3849.2,3685.02
2018-12-27,3589.89,3841.21,3567.0
2018-12-28,3888.06,3971.58,3576.12
2018-12-29,3729.31,3944.33,3706.0
2018-12-30,3829.0,3863.06,3691.01
2018-12-31,3691.86,3835.4,3625.0
2019-01-01,3826.1,3841.17,3651.02
2019-01-02,3890.79,3916.57,3770.07
2019-01-03,3787.57,3893.8,3758.07
2019-01-04,3820.82,3849.0,3730.0
2019-01-05,3798.62,3874.12,3775.0
2019-01-06,4040.99,4088.0,3756.01
2019-01-07,4006.01,4070.0,3968.79
2019-01-08,3993.86,4114.8,3943.36
2019-01-09,4004.12,4042.2,3962.12
2019-01-10,3626.12,4035.21,3560.0
2019-01-11,3635.69,3699.99,3576.0
2019-01-12,3619.41,3649.18,3557.29
2019-01-13,3514.24,3641.86,3481.54
2019-01-14,3664.19,3711.11,3509.24
2019-01-15,3580.76,3684.38,3538.63
2019-01-16,3609.71,3666.73,3572.52
2019-01-17,3640.65,3657.0,3541.0
2019-01-18,3607.85,3643.69,3580.16
2019-01-19,3682.65,3765.9,3604.9
2019-01-20,3536.19,3703.39,3481.01
2019-01-21,3531.76,3568.95,3487.37
2019-01-22,3577.03,3611.5,3425.0
2019-01-23,3553.01,3614.47,3523.64
2019-01-24,3568.97,3595.83,3530.1
2019-01-25,3562.17,3578.79,3510.01
2019-01-26,3556.07,3657.76,3540.0
2019-01-27,3531.02,3562.9,3470.14
2019-01-28,3429.95,3535.92,3374.01
2019-01-29,3397.42,3438.4,3337.87
2019-01-30,3437.55,3459.41,3372.97
2019-01-31,3411.5,3473.4,3396.74
2019-02-01,3437.5,3458.26,3369.62
2019-02-02,3468.43,3483.25,3414.49
2019-02-03,3414.78,3471.76,3386.45
2019-02-04,3409.57,3435.0,3395.1
2019-02-05,3428.4,3429.46,3400.0
2019-02-06,3367.36,3441.0,3340.8
2019-02-07,3359.0,3383.14,3352.01
2019-02-08,3621.99,3711.0,3344.0
2019-02-09,3623.73,3644.08,3597.0
2019-02-10,3648.84,3654.28,3578.59
2019-02-11,3590.36,3652.0,3579.38
2019-02-12,3588.06,3618.77,3550.0
2019-02-13,3576.68,3627.99,3562.98
2019-02-14,3561.5,3589.0,3535.1
2019-02-15,3566.59,3620.22,3545.89
2019-02-16,3582.37,3607.36,3565.5
2019-02-17,3625.08,3675.0,3557.43
2019-02-18,3867.0,3917.0,3616.18
2019-02-19,3888.01,3969.54,3841.54
2019-02-20,3938.99,3967.19,3867.13
2019-02-21,3897.71,3988.0,3869.45
2019-02-22,3942.02,3956.43,3886.15
2019-02-23,4110.0,4156.1,3911.3
2019-02-24,3734.22,4188.79,3712.84
2019-02-25,3818.79,3860.0,3731.09
2019-02-26,3799.48,3826.37,3763.71
2019-02-27,3799.91,3823.13,3655.0
2019-02-28,3792.14,3910.0,3754.37
2019-03-01,3806.17,3843.0,3791.31
2019-03-02,3809.7,3818.08,3763.0
2019-03-03,3786.93,3815.48,3763.62
2019-03-04,3700.72,3804.99,3672.39
2019-03-05,3844.59,3876.65,3692.36
2019-03-06,3851.89,3894.7,3812.0
2019-03-07,3857.05,3891.0,3830.79
2019-03-08,3843.12,3910.88,3771.0
2019-03-09,3917.0,3947.33,3834.59
2019-03-10,3900.92,3917.0,3867.84
2019-03-11,3849.68,3911.83,3817.01
2019-03-12,3860.0,3875.33,3796.71
2019-03-13,3851.02,3871.02,3827.5
2019-03-14,3853.95,3900.0,3779.28
2019-03-15,3902.8,3910.0,3846.79
2019-03-16,3990.0,4037.47,3900.89
2019-03-17,3967.01,3991.0,3936.3
2019-03-18,3970.5,4015.7,3937.69
2019-03-19,4000.85,4009.61,3952.08
2019-03-20,4031.85,4044.82,3965.43
2019-03-21,3972.76,4056.33,3915.14
2019-03-22,3983.78,3998.01,3961.7
2019-03-23,3983.43,3997.01,3960.25
2019-03-24,3969.52,3982.45,3946.0
2019-03-25,3907.53,3976.47,3858.0
2019-03-26,3921.45,3923.9,3880.64
2019-03-27,4026.53,4035.8,3914.9
2019-03-28,4011.17,4026.54,3994.0
